qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen	staxids	ssciname	stitle
ASV_30	gi|343200678|ref|NR_041365.1|	100.000	253	0	0	1	253	515	767	5.79e-128	468	253	211446;363832	N/A	Solirubrobacter soli strain Gsoil 355 16S ribosomal RNA, partial sequence
ASV_30	gi|1132319596|gb|KY381887.1|	99.605	253	1	0	1	253	515	767	2.69e-126	462	253	1932788	N/A	Solirubrobacter sp. strain B809 16S ribosomal RNA gene, partial sequence
ASV_30	gi|2578831940|gb|OR564082.1|	99.605	253	1	0	1	253	509	761	2.69e-126	462	253	1395955	N/A	Solirubrobacter taibaiensis strain HS040 16S ribosomal RNA gene, partial sequence
ASV_30	gi|728797482|emb|LN614597.1|	99.605	253	1	0	1	253	481	733	2.69e-126	462	253	1560890	N/A	Solirubrobacter sp. D1B35 partial 16S rRNA gene, isolate D1B35
ASV_30	gi|2156865955|gb|OL677210.1|	99.605	253	1	0	1	253	515	767	2.69e-126	462	253	166793	N/A	Solirubrobacter pauli strain 21SJ02S-54 16S ribosomal RNA gene, partial sequence
ASV_30	gi|959495007|ref|NR_133858.1|	99.605	253	1	0	1	253	482	734	2.69e-126	462	253	1404360	N/A	Solirubrobacter phytolaccae strain GTGR-8 16S ribosomal RNA, partial sequence
ASV_30	gi|961555207|ref|NR_134176.1|	99.605	253	1	0	1	253	458	710	2.69e-126	462	253	211446;1395955	N/A	Solirubrobacter taibaiensis strain GTJR-20 16S ribosomal RNA, partial sequence
ASV_30	gi|310006381|gb|HQ219274.1|	100.000	235	0	0	1	235	460	694	5.87e-118	435	253	904251	N/A	Solirubrobacter sp. R110(2010) 16S ribosomal RNA gene, partial sequence
ASV_30	gi|1215531063|emb|LT853782.1|	99.569	232	1	0	1	232	464	695	1.27e-114	424	253	1404360	N/A	Solirubrobacter phytolaccae partial 16S rRNA gene, strain TSDHB10-85F
ASV_35	gi|2872331787|gb|PQ795595.1|	99.209	253	2	0	1	253	179	431	1.25e-124	457	253	1869227	N/A	Bacterium strain ASV43719 16S ribosomal RNA gene, partial sequence
ASV_59	gi|2872330560|gb|PQ794368.1|	100.000	253	0	0	1	253	179	431	5.79e-128	468	253	1869227	N/A	Bacterium strain ASV3137 16S ribosomal RNA gene, partial sequence
ASV_60	gi|2872330466|gb|PQ794274.1|	99.209	253	2	0	1	253	178	430	1.25e-124	457	253	1869227	N/A	Bacterium strain ASV969 16S ribosomal RNA gene, partial sequence
ASV_66	gi|2843846448|gb|PQ552112.1|	100.000	253	0	0	1	253	1	253	5.79e-128	468	253	77133;133154;1645740;1869227	N/A	Uncultured bacterium gp16 clone OTU_45 16S ribosomal RNA gene, partial sequence
ASV_71	gi|2872331246|gb|PQ795054.1|	100.000	253	0	0	1	253	177	429	5.79e-128	468	253	77133;1869227	N/A	Uncultured bacterium clone OTU43 16S ribosomal RNA gene, partial sequence
ASV_74	gi|2872330604|gb|PQ794412.1|	100.000	253	0	0	1	253	179	431	5.79e-128	468	253	221106;1869227	N/A	Uncultured Candidatus Rokubacteria bacterium clone OTU142 16S ribosomal RNA gene, partial sequence
ASV_91	gi|1371466636|gb|MH127700.1|	100.000	253	0	0	1	253	421	673	5.79e-128	468	253	1873136	N/A	Microvirga sp. strain EB242 16S ribosomal RNA gene, partial sequence
ASV_91	gi|1782942677|dbj|AB836013.1|	100.000	253	0	0	1	253	126	378	5.79e-128	468	253	1364401	N/A	Microvirga sp. So2Ps_902 gene for 16S rRNA, partial sequence
ASV_91	gi|1782941981|dbj|AB835317.1|	100.000	253	0	0	1	253	116	368	5.79e-128	468	253	1363228	N/A	Microvirga sp. Se3Pt_1618 gene for 16S rRNA, partial sequence
ASV_91	gi|2941027271|gb|PV369208.1|	100.000	253	0	0	1	253	411	663	5.79e-128	468	253	1882682	N/A	Microvirga ossetica strain QTB36 16S ribosomal RNA gene, partial sequence
ASV_91	gi|2886516112|gb|PQ870331.1|	100.000	253	0	0	1	253	427	679	5.79e-128	468	253	1873136	N/A	Microvirga sp. strain P20/5-1 16S ribosomal RNA gene, partial sequence
ASV_91	gi|2886516111|gb|PQ870330.1|	100.000	253	0	0	1	253	427	679	5.79e-128	468	253	1882682	N/A	Microvirga ossetica strain P20/4-1 16S ribosomal RNA gene, partial sequence
ASV_91	gi|1477913150|gb|MH930104.1|	100.000	253	0	0	1	253	393	645	5.79e-128	468	253	1402137	N/A	Microvirga zambiensis strain G81 16S ribosomal RNA gene, partial sequence
ASV_91	gi|1477913149|gb|MH930103.1|	100.000	253	0	0	1	253	399	651	5.79e-128	468	253	1402137	N/A	Microvirga zambiensis strain G80 16S ribosomal RNA gene, partial sequence
ASV_91	gi|2796677842|gb|PQ269496.1|	100.000	253	0	0	1	253	416	668	5.79e-128	468	253	1873136	N/A	Microvirga sp. strain TRM82938 16S ribosomal RNA gene, partial sequence
ASV_91	gi|1344721430|gb|MG966036.1|	100.000	253	0	0	1	253	365	617	5.79e-128	468	253	1869227	N/A	Bacterium strain C2-11-27F.seq 16S ribosomal RNA gene, partial sequence
ASV_91	gi|1344721420|gb|MG966026.1|	100.000	253	0	0	1	253	365	617	5.79e-128	468	253	1869227	N/A	Bacterium strain C3-9-27F.seq 16S ribosomal RNA gene, partial sequence
ASV_91	gi|1864207127|ref|NR_169421.1|	100.000	253	0	0	1	253	442	694	5.79e-128	468	253	2715425	N/A	Microvirga rosea strain MAH-2 16S ribosomal RNA, partial sequence
ASV_91	gi|2787382633|gb|PQ187386.1|	100.000	253	0	0	1	253	422	674	5.79e-128	468	253	1873136	N/A	Microvirga sp. strain 801 16S ribosomal RNA gene, partial sequence
ASV_91	gi|1275016989|gb|MF115971.1|	100.000	253	0	0	1	253	458	710	5.79e-128	468	253	1873136	N/A	Microvirga sp. strain THG-SMD1.16 16S ribosomal RNA gene, partial sequence
ASV_91	gi|2721260610|gb|PP724410.1|	100.000	253	0	0	1	253	396	648	5.79e-128	468	253	1873136	N/A	Microvirga sp. strain IOM-12 16S ribosomal RNA gene, partial sequence
ASV_91	gi|1071929731|gb|KX576555.1|	100.000	253	0	0	1	253	429	681	5.79e-128	468	253	1882682	N/A	Microvirga ossetica strain V5/13 16S ribosomal RNA gene, partial sequence
ASV_91	gi|1071929730|gb|KX576554.1|	100.000	253	0	0	1	253	430	682	5.79e-128	468	253	1882682	N/A	Microvirga ossetica strain V5/5K 16S ribosomal RNA gene, partial sequence
ASV_91	gi|1071929729|gb|KX576553.1|	100.000	253	0	0	1	253	429	681	5.79e-128	468	253	1882682	N/A	Microvirga ossetica strain V5/5M 16S ribosomal RNA gene, partial sequence
ASV_91	gi|1384992300|ref|NR_156049.1|	100.000	253	0	0	1	253	430	682	5.79e-128	468	253	1882682	N/A	Microvirga ossetica strain V5/3M 16S ribosomal RNA, partial sequence
ASV_91	gi|1049766302|gb|CP016616.1|	100.000	253	0	0	1	253	100658	100910	5.79e-128	468	253	1882682	N/A	Microvirga ossetica strain V5/3M, complete sequence.
ASV_91	gi|2328117188|gb|OP810544.1|	100.000	253	0	0	1	253	364	616	5.79e-128	468	253	1873136	N/A	Microvirga sp. strain C12-5A 16S ribosomal RNA gene, partial sequence
ASV_91	gi|1894821758|gb|MT909484.1|	100.000	253	0	0	1	253	397	649	5.79e-128	468	253	1869227	N/A	Bacterium strain GSD10346 16S ribosomal RNA gene, partial sequence
ASV_91	gi|1894821635|gb|MT909361.1|	100.000	253	0	0	1	253	394	646	5.79e-128	468	253	1869227	N/A	Bacterium strain GSD10222 16S ribosomal RNA gene, partial sequence
ASV_91	gi|1883786276|gb|MT826596.1|	100.000	253	0	0	1	253	393	645	5.79e-128	468	253	1873136	N/A	Microvirga sp. strain BAC0170 16S ribosomal RNA gene, partial sequence
ASV_91	gi|645320705|ref|NR_117847.1|	100.000	253	0	0	1	253	458	710	5.79e-128	468	253	864070	N/A	Microvirga zambiensis WSM3693 16S ribosomal RNA, partial sequence
ASV_93	gi|532761382|gb|KC921189.1|	100.000	253	0	0	1	253	470	722	5.79e-128	468	253	1391513	N/A	Bacterium WX65 16S ribosomal RNA gene, partial sequence
ASV_117	gi|356874590|dbj|AB529677.1|	99.209	253	2	0	1	253	338	590	1.25e-124	457	253	685826	N/A	Bacterium YO-33 gene for 16S ribosomal RNA, partial sequence
ASV_182	gi|1402368514|gb|MH482330.1|	100.000	253	0	0	1	253	445	697	5.79e-128	468	253	1069963	N/A	Janibacter alkaliphilus strain 20BR2R1 16S ribosomal RNA gene, partial sequence
ASV_182	gi|2645243140|gb|PP087035.1|	100.000	253	0	0	1	253	475	727	5.79e-128	468	253	1069963	N/A	Janibacter alkaliphilus strain HNS-S29 16S ribosomal RNA gene, partial sequence
ASV_182	gi|347810786|gb|JN615420.1|	100.000	253	0	0	1	253	437	689	5.79e-128	468	253	1087248	N/A	Janibacter sp. CBMAI 1072 16S ribosomal RNA gene, partial sequence
ASV_182	gi|566085411|ref|NR_109453.1|	100.000	253	0	0	1	253	457	709	5.79e-128	468	253	1069963	N/A	Janibacter alkaliphilus strain SCSIO 10480 16S ribosomal RNA, partial sequence
ASV_182	gi|3057024235|gb|PX279086.1|	99.605	253	1	0	1	253	396	648	2.69e-126	462	253	1870928	N/A	Janibacter sp. strain P3C3-03 16S ribosomal RNA gene, partial sequence
ASV_182	gi|3048872793|gb|PX225949.1|	99.605	253	1	0	1	253	443	695	2.69e-126	462	253	2730921	N/A	Knoellia koreensis strain CA20 16S ribosomal RNA gene, partial sequence
ASV_182	gi|2924878203|gb|PV247679.1|	99.605	253	1	0	1	253	516	768	2.69e-126	462	253	3404795	N/A	Knoellia altitudinis strain CPCC 206391 16S ribosomal RNA gene, partial sequence
ASV_182	gi|2871829340|gb|PQ779986.1|	99.605	253	1	0	1	253	483	735	2.69e-126	462	253	1879010	N/A	Bacillota bacterium strain ZHCPRcN20 16S ribosomal RNA gene, partial sequence
ASV_182	gi|2805779781|gb|PQ344106.1|	99.605	253	1	0	1	253	475	727	2.69e-126	462	253	442954	N/A	Knoellia aerolata strain SCK_607 16S ribosomal RNA gene, partial sequence
ASV_182	gi|2796986133|gb|PQ270256.1|	99.605	253	1	0	1	253	509	761	2.69e-126	462	253	1870928	N/A	Janibacter sp. strain B1373.24 16S ribosomal RNA gene, partial sequence
ASV_182	gi|2780841838|gb|PQ112186.1|	99.605	253	1	0	1	253	415	667	2.69e-126	462	253	1870928	N/A	Janibacter sp. strain n301 16S ribosomal RNA gene, partial sequence
ASV_182	gi|2738947385|gb|PP863089.1|	99.605	253	1	0	1	253	426	678	2.69e-126	462	253	857417	N/A	Janibacter indicus strain WS-68 16S ribosomal RNA gene, partial sequence
ASV_182	gi|2732840278|gb|CP155449.1|	99.605	253	1	0	1	253	1860892	1861144	2.69e-126	462	253	3126698	N/A	Knoellia sp. S7-12 chromosome, complete genome
ASV_182	gi|2732501705|gb|CP144167.1|	99.605	253	1	0	1	253	2463699	2463447	2.69e-126	462	253	103817	N/A	Janibacter terrae strain Sec5.9 chromosome, complete genome
ASV_182	gi|2724464549|gb|PP738583.1|	99.605	253	1	0	1	253	503	755	2.69e-126	462	253	1870928	N/A	Janibacter sp. strain GIW-2_MA 16S ribosomal RNA gene, partial sequence
ASV_182	gi|2724421487|gb|PP738449.1|	99.605	253	1	0	1	253	451	703	2.69e-126	462	253	1870928	N/A	Janibacter sp. strain PCLD115 16S ribosomal RNA gene, partial sequence
ASV_182	gi|2691249668|gb|PP424981.1|	99.605	253	1	0	1	253	456	708	2.69e-126	462	253	3107983	N/A	Marine bacterium strain ST2365 16S ribosomal RNA gene, partial sequence
ASV_182	gi|2691249626|gb|PP424943.1|	99.605	253	1	0	1	253	457	709	2.69e-126	462	253	3107983	N/A	Marine bacterium strain ST2320 16S ribosomal RNA gene, partial sequence
ASV_182	gi|2691249582|gb|PP424900.1|	99.605	253	1	0	1	253	455	707	2.69e-126	462	253	3107983	N/A	Marine bacterium strain ST2269 16S ribosomal RNA gene, partial sequence
ASV_182	gi|2691249566|gb|PP424884.1|	99.605	253	1	0	1	253	447	699	2.69e-126	462	253	3107983	N/A	Marine bacterium strain ST2250 16S ribosomal RNA gene, partial sequence
ASV_182	gi|2691249530|gb|PP424850.1|	99.605	253	1	0	1	253	427	679	2.69e-126	462	253	3107983	N/A	Marine bacterium strain ST2215 16S ribosomal RNA gene, partial sequence
ASV_182	gi|2691249525|gb|PP424845.1|	99.605	253	1	0	1	253	464	716	2.69e-126	462	253	3107983	N/A	Marine bacterium strain ST2210 16S ribosomal RNA gene, partial sequence
ASV_182	gi|2691249501|gb|PP424821.1|	99.605	253	1	0	1	253	465	717	2.69e-126	462	253	3107983	N/A	Marine bacterium strain ST2182 16S ribosomal RNA gene, partial sequence
ASV_182	gi|2691249472|gb|PP424792.1|	99.605	253	1	0	1	253	465	717	2.69e-126	462	253	3107983	N/A	Marine bacterium strain ST2149 16S ribosomal RNA gene, partial sequence
ASV_182	gi|2691249463|gb|PP424784.1|	99.605	253	1	0	1	253	458	710	2.69e-126	462	253	3107983	N/A	Marine bacterium strain ST2139 16S ribosomal RNA gene, partial sequence
ASV_210	gi|1441204311|ref|NR_157726.1|	99.209	253	2	0	1	253	502	754	1.25e-124	457	253	1892554	N/A	Adhaeribacter terrae strain HY02 16S ribosomal RNA, partial sequence
ASV_210	gi|631253062|ref|NR_114260.1|	99.209	253	2	0	1	253	496	748	1.25e-124	457	253	529703	N/A	Adhaeribacter terreus strain NBRC 104235 16S ribosomal RNA, partial sequence
ASV_210	gi|294992012|gb|GU933562.1|	99.209	253	2	0	1	253	467	719	1.25e-124	457	253	754925	N/A	Adhaeribacter sp. MJ115 16S ribosomal RNA gene, partial sequence
ASV_212	gi|2363085484|ref|NR_180991.1|	100.000	253	0	0	1	253	527	779	5.79e-128	468	253	2682097	N/A	Lysobacter gilvus strain HX-5-24 16S ribosomal RNA, partial sequence
ASV_212	gi|1651307651|dbj|LC481373.1|	100.000	253	0	0	1	253	507	759	5.79e-128	468	253	72226	N/A	Lysobacter sp. 45-72 gene for 16S ribosomal RNA, partial sequence
ASV_212	gi|1439156957|gb|MH703464.1|	100.000	253	0	0	1	253	526	778	5.79e-128	468	253	72226	N/A	Lysobacter sp. strain Gamma-33 16S ribosomal RNA gene, partial sequence
ASV_212	gi|2790585557|gb|PQ215983.1|	100.000	253	0	0	1	253	505	757	5.79e-128	468	253	2888523	N/A	Noviluteimonas lactosilytica strain HC039 16S ribosomal RNA gene, partial sequence
ASV_212	gi|1206483194|gb|KY753263.1|	100.000	253	0	0	1	253	495	747	5.79e-128	468	253	414050	N/A	Noviluteimonas dokdonensis strain YR-23 16S ribosomal RNA gene, partial sequence
ASV_212	gi|1150392643|gb|KY445614.1|	100.000	253	0	0	1	253	511	763	5.79e-128	468	253	72226	N/A	Lysobacter sp. strain MA76 16S ribosomal RNA gene, partial sequence
ASV_212	gi|2329567325|gb|OP847103.1|	100.000	253	0	0	1	253	507	759	5.79e-128	468	253	2682097	N/A	Lysobacter gilvus strain PS3R-13 16S ribosomal RNA gene, partial sequence
ASV_212	gi|485091262|gb|JQ977451.1|	100.000	253	0	0	1	253	498	750	5.79e-128	468	253	1327699;1971895	N/A	Thermomonas sp. Ms32 16S ribosomal RNA gene, partial sequence
ASV_212	gi|1893872237|gb|MT901002.1|	100.000	253	0	0	1	253	498	750	5.79e-128	468	253	72226	N/A	Lysobacter sp. strain 33 16S ribosomal RNA gene, partial sequence
ASV_212	gi|2030823628|gb|MZ057678.1|	100.000	253	0	0	1	253	489	741	5.79e-128	468	253	318121;1971895	N/A	Uncultured Thermomonas sp. clone Plot21-2F10 16S ribosomal RNA gene, partial sequence
ASV_212	gi|636559888|ref|NR_115948.1|	100.000	253	0	0	1	253	507	759	5.79e-128	468	253	1300345	N/A	Lysobacter dokdonensis DS-58 16S ribosomal RNA, partial sequence
ASV_212	gi|1150392669|gb|KY445640.1|	99.605	253	1	0	1	253	512	764	2.69e-126	462	253	72226	N/A	Lysobacter sp. strain MB93 16S ribosomal RNA gene, partial sequence
ASV_212	gi|2170217150|gb|CP089925.1|	99.605	253	1	0	1	253	1149326	1149578	2.69e-126	462	253	2904252	N/A	Lysobacter sp. KIS68-7 chromosome, complete genome
ASV_212	gi|2119849196|gb|OK576875.1|	99.605	253	1	0	1	253	527	779	2.69e-126	462	253	2888523	N/A	Noviluteimonas lactosilytica strain A6 16S ribosomal RNA gene, partial sequence
ASV_212	gi|1016451080|gb|KX034604.1|	99.209	253	2	0	1	253	470	722	1.25e-124	457	253	1827215	N/A	Lysobacter sp. BAB-5699 16S ribosomal RNA gene, partial sequence
ASV_223	gi|182894550|gb|EU594496.1|	99.605	253	1	0	1	253	188	440	2.69e-126	462	253	518708	N/A	Soil bacterium T16 16S ribosomal RNA gene, partial sequence
ASV_227	gi|1634227902|gb|MK890489.1|	100.000	253	0	0	1	253	458	710	5.79e-128	468	253	2320850	N/A	Mycolicibacterium sp. strain MYC162 16S ribosomal RNA gene, partial sequence
ASV_227	gi|1435360246|gb|MH688819.1|	100.000	253	0	0	1	253	490	742	5.79e-128	468	253	1785	N/A	Mycobacterium sp. strain S723 16S ribosomal RNA gene, partial sequence
ASV_227	gi|1137165639|gb|KY522837.1|	100.000	253	0	0	1	253	458	710	5.79e-128	468	253	1785	N/A	Mycobacterium sp. strain 158B 16S ribosomal RNA gene, partial sequence
ASV_227	gi|1269860193|ref|NR_028945.2|	100.000	253	0	0	1	253	508	760	5.79e-128	468	253	152142	N/A	Mycobacterium holsaticum strain 1406 16S ribosomal RNA, complete sequence
ASV_227	gi|2591109104|gb|OR648427.1|	100.000	253	0	0	1	253	464	716	5.79e-128	468	253	152142	N/A	Mycolicibacterium holsaticum strain 35_MI15_03829 16S ribosomal RNA gene, partial sequence
ASV_227	gi|2590804662|gb|OR647353.1|	100.000	253	0	0	1	253	506	758	5.79e-128	468	253	2320850	N/A	Mycolicibacterium sp. strain XJ879 16S ribosomal RNA gene, partial sequence
ASV_227	gi|1046910843|gb|KX607324.1|	100.000	253	0	0	1	253	403	655	5.79e-128	468	253	1785	N/A	Mycobacterium sp. strain 736 16S ribosomal RNA gene, partial sequence
ASV_227	gi|605098242|gb|KJ016150.1|	100.000	253	0	0	1	253	449	701	5.79e-128	468	253	1481006	N/A	Mycobacterium sp. Ume61 16S ribosomal RNA gene, partial sequence
ASV_227	gi|2207605878|gb|CP060018.1|	100.000	253	0	0	1	253	2870970	2871222	5.79e-128	468	253	1226752	N/A	Mycobacterium holsaticum DSM 44478 = JCM 12374 strain DSM 44478 chromosome, complete genome
ASV_227	gi|2083594391|gb|MZ851787.1|	100.000	253	0	0	1	253	432	684	5.79e-128	468	253	2320850	N/A	Mycolicibacterium sp. strain MOT3 16S ribosomal RNA gene and 16S-23S ribosomal RNA intergenic spacer, partial sequence
ASV_227	gi|2082078276|gb|CP080998.1|	100.000	253	0	0	1	253	1562350	1562602	5.79e-128	468	253	1226752	N/A	Mycolicibacterium holsaticum DSM 44478 = JCM 12374 chromosome, complete genome
ASV_227	gi|2022900707|gb|MW882248.1|	100.000	253	0	0	1	253	477	729	5.79e-128	468	253	1883427	N/A	Actinomycetes bacterium strain HBU208059 16S ribosomal RNA gene, partial sequence
ASV_227	gi|12750960|emb|AJ310467.1|	100.000	253	0	0	1	253	510	762	5.79e-128	468	253	152142	N/A	Mycobacterium holsaticum 16S rRNA gene, strain 1406
ASV_227	gi|1419002|emb|X93033.1|	100.000	253	0	0	1	253	473	725	5.79e-128	468	253	1785	N/A	Mycobacterium sp. 16S ribosomal RNA (strain MCRO 7)
ASV_227	gi|1782942256|dbj|AB835592.1|	99.605	253	1	0	1	253	132	384	2.69e-126	462	253	1364416	N/A	Mycobacterium sp. So1Ps_560 gene for 16S rRNA, partial sequence
ASV_227	gi|1782942254|dbj|AB835590.1|	99.605	253	1	0	1	253	130	382	2.69e-126	462	253	1364415	N/A	Mycobacterium sp. So1Ps_558 gene for 16S rRNA, partial sequence
ASV_227	gi|1591436770|gb|MK630282.1|	99.605	253	1	0	1	253	418	670	2.69e-126	462	253	1785	N/A	Mycobacterium sp. strain TNTM30 16S ribosomal RNA gene, partial sequence
ASV_227	gi|1398891162|gb|MH458861.1|	99.605	253	1	0	1	253	437	689	2.69e-126	462	253	1794	N/A	Mycolicibacterium gadium strain ArASM126 16S ribosomal RNA gene, partial sequence
